,0
42867,same
42868,jingle
42869,scattered
42870,over
42871,the
42872,world
42873,from
42874,india
42875,spain
42876,present
42877,the
42878,problem
42879,the
42880,diffusion
42881,folktales
42882,its
42883,simplest
42884,form
42885,one
42886,likely
42887,contend
42888,with
42889,prof
42890,müller
42891,and
42892,sir
42893,george
42894,cox
42895,that
42896,have
42897,here
42898,the
42899,detritus
42900,archaic
42901,aryan
42902,mythology
42903,parody
42904,sunmyth
42905,there
42906,little
42907,that
42908,savage
42909,and
42910,archaic
42911,attract
42912,the
42913,school
42914,tylor
42915,beyond
42916,the
42917,speaking
42918,powers
42919,animals
42920,and
42921,inanimates
42922,yet
42923,even
42924,lang
42925,not
42926,likely
42927,hold
42928,that
42929,these
42930,variants
42931,arose
42932,coincidence
42933,and
42934,independently
42935,the
42936,various
42937,parts
42938,the
42939,world
42940,where
42941,they
42942,have
42943,been
42944,found
42945,the
42946,only
42947,solution
42948,that
42949,the
42950,curious
42951,succession
42952,incidents
42953,was
42954,invented
42955,once
42956,for
42957,all
42958,some
42959,definite
42960,place
42961,and
42962,time
42963,some
42964,definite
42965,entertainer
42966,for
42967,children
42968,and
42969,spread
42970,thence
42971,through
42972,all
42973,the
42974,old
42975,world
42976,few
42977,instances
42978,can
42979,actually
42980,trace
42981,the
42982,passageeg
42983,the
42984,shetland
42985,version
42986,was
42987,certainly
42988,brought
42989,over
42990,from
42991,hamburg
42992,whether
42993,the
42994,centre
42995,dispersion
42996,was
42997,india
42998,not
42999,impossible
43000,say
43001,might
43002,have
43003,spread
43004,east
43005,from
43006,smyrna
43007,hahn
43008,benfey
43009,einleitung
43010,pantschatantra
43011,19091
43012,suggests
43013,that
43014,this
43015,class
43016,accumulative
43017,story
43018,may
43019,sort
43020,parody
43021,the
43022,indian
43023,stories
43024,illustrating
43025,the
43026,moral
43027,what
43028,great
43029,events
43030,from
43031,small
43032,occasions
43033,rise
43034,thus
43035,drop
43036,honey
43037,falls
43038,the
43039,ground
43040,fly
43041,goes
43042,after
43043,bird
43044,snaps
43045,the
43046,fly
43047,dog
43048,goes
43049,for
43050,the
43051,bird
43052,another
43053,dog
43054,goes
43055,for
43056,the
43057,first
43058,the
43059,masters
43060,the
43061,two
43062,dogs—who
43063,happen
43064,kings—quarrel
43065,and
43066,war
43067,whole
43068,provinces
43069,are
43070,devastated
43071,and
43072,all
43073,for
43074,drop
43075,honey
43076,titty
43077,mouse
43078,and
43079,tatty
43080,mouse
43081,also
43082,ends
43083,universal
43084,calamity
43085,which
43086,seems
43087,arise
43088,from
43089,cause
43090,great
43091,importance
43092,benfeys
43093,suggestion
43094,certainly
43095,ingenious
43096,but
43097,perhaps
43098,too
43099,ingenious
43100,true
43101,sourcemr
43102,hindes
43103,groome
43104,gipsy
43105,tents
43106,201
43107,seq
43108,have
43109,eliminated
43110,superfluous
43111,gipsy
43112,who
43113,makes
43114,her
43115,appearance
43116,towards
43117,the
43118,end
43119,the
43120,tale
43121,propos
43122,des
43123,boltes
43124,but
43125,otherwise
43126,have
43127,left
43128,the
43129,tale
43130,unaltered
43131,one
43132,the
43133,few
43134,english
43135,folktales
43136,that
43137,have
43138,been
43139,taken
43140,down
43141,from
43142,the
43143,mouths
43144,the
43145,peasantry
43146,this
43147,applies
43148,also
43149,parallelsthere
43150,magic
43151,snuffbox
43152,with
43153,friendly
43154,power
43155,kennedys
43156,fictions
43157,the
43158,irish
43159,celts
43160,the
43161,choice
43162,between
43163,small
43164,cake
43165,with
43166,blessing
43167,frequent
43168,xxiii
43169,but
43170,the
43171,closest
43172,parallel
43173,the
43174,whole
43175,story
43176,including
43177,the
43178,mice
43179,afforded
43180,tale
43181,carnoy
43182,and
43183,nicolaides
43184,traditions
43185,populaires
43186,lasie
43187,mineure
43188,which
43189,translated
43190,the
43191,first
43192,tale
43193,langs
43194,blue
43195,fairy
43196,book
43197,there
43198,much
43199,both
43200,that
43201,similar
43202,aladdin
43203,beg
43204,his
43205,pardon
43206,allaheddin
43207,source—verbatim
43208,literatim
43209,from
43210,southey
43211,the
43212,doctor
43213,quarto
43214,edition
43215,327
43216,parallels—none
43217,the
43218,story
43219,was
43220,invented
43221,southey
43222,there
43223,italian
43224,translation
43225,tre
43226,orsi
43227,turin
43228,1868
43229,and
43230,would
43231,curious
43232,see
43233,the
43234,tale
43235,ever
43236,acclimatises
43237,itself
43238,italy
43239,remarks—
43240,the
43241,three
43242,bears
43243,the
43244,only
43245,example
43246,know
43247,where
43248,tale
43249,that
43250,can
43251,definitely
43252,traced
43253,specific
43254,author
43255,has
43256,become
43257,folktale
43258,not
43259,alone
43260,this
43261,but
43262,the
43263,folk
43264,has
43265,developed
43266,the
43267,tale
43268,curious
43269,and
43270,instructive
43271,way
43272,substituting
43273,pretty
43274,little
43275,girl
43276,with
43277,golden
43278,locks
43279,for
43280,the
43281,naughty
43282,old
43283,woman
43284,southeys
43285,version
43286,there
43287,nothing
43288,little
43289,silverhair
43290,the
43291,heroine
43292,she
43293,seems
43294,have
43295,been
43296,introduced
43297,metrical
43298,version
43299,much
43300,bepraised
43301,southey
43302,silverhair
43303,seems
43304,have
43305,become
43306,favourite
43307,and
43308,mrs
43309,valentines
43310,version
43311,the
43312,three
43313,bears
43314,the
43315,old
43316,old
43317,fairy
43318,tales
43319,the
43320,visit
43321,the
43322,bearhouse
43323,only
43324,the
43325,preliminary
43326,long
43327,succession
43328,adventures
43329,the
43330,pretty
43331,little
43332,girl
43333,which
43334,there
43335,trace
43336,the
43337,original
43338,and
43339,this
43340,the
43341,old
43342,old
43343,fairy
43344,tales
43345,mrs
43346,valentine
43347,have
43348,though
43349,somewhat
43350,reluctantly
43351,cast
43352,back
43353,the
43354,original
43355,form
43356,after
43357,all
43358,prof
43359,dowden
43360,remarks
43361,southeys
43362,memory
43363,kept
43364,alive
43365,more
43366,the
43367,three
43368,bears
43369,than
43370,anything
43371,else
43372,and
43373,the
43374,text
43375,such
43376,nursery
43377,classic
43378,should
43379,retained
43380,all
43381,its
43382,purity
43383,source—from
43384,two
43385,chapbooks
43386,the
43387,british
43388,museum
43389,london
43390,1805
43391,paisley
43392,1814
43393,have
43394,taken
43395,some
43396,hints
43397,from
43398,felix
43399,summerlys
43400,sir
43401,henry
43402,coles
43403,version
43404,1845
43405,from
43406,the
43407,latter
43408,part
43409,have
43410,removed
43411,the
43412,incident
43413,the
43414,giant
43415,dragging
43416,the
43417,lady
43418,along
43419,her
43420,hair
43421,parallels—the
43422,chapbook
43423,jack
43424,the
43425,giantkiller
43426,curious
43427,jumble
43428,the
43429,second
43430,part
43431,most
43432,chapbooks
43433,weak
43434,and
43435,late
43436,invention
43437,the
43438,enemy
43439,and
43440,not
43441,volkstümlich
43442,all
43443,the
43444,first
43445,part
43446,compounded
43447,comic
43448,and
43449,serious
43450,theme
43451,the
43452,first
43453,that
43454,the
43455,valiant
43456,tailor
43457,grimm
43458,this
43459,belong
43460,the
43461,incidents
43462,the
43463,fleabite
43464,blows
43465,for
43466,variants
43467,which
43468,see
43469,köhler
43470,jahrb
43471,rom
43472,eng
43473,phil
43474,viii
43475,252
43476,and
43477,that
43478,the
43479,slit
43480,paunch
43481,cosquin
43482,the
43483,thankful
43484,dead
43485,episode
43486,where
43487,the
43488,hero
43489,assisted
43490,the
43491,soul
43492,person
43493,whom
43494,has
43495,caused
43496,buried
43497,found
43498,early
43499,the
43500,cento
43501,novelle
43502,antiche
43503,and
43504,straparola
43505,has
43506,been
43507,best
43508,studied
43509,köhler
43510,germania
43511,iii
43512,199209
43513,cosquin
43514,2145
43515,and
43516,note
43517,and
43518,crane
43519,ital
43520,pop
43521,tales
43522,350
43523,note
43524,occurs
43525,also
43526,the
43527,curious
43528,play
43529,peeles
43530,the
43531,old
43532,wives
43533,tale
43534,which
43535,one
43536,the
43537,characters
43538,the
43539,ghost
43540,jack
43541,practically
43542,the
43543,same
43544,story
43545,this
43546,part
43547,jack
43548,the
43549,giantkiller
43550,occurs
43551,kennedy
43552,fictions
43553,the
43554,irish
43555,celts
43556,jack
43557,the
43558,master
43559,and
43560,jack
43561,the
43562,servant
43563,and
43564,kennedy
43565,adds
43566,some
43567,versions
43568,jack
43569,the
43570,servant
43571,the
43572,spirit
43573,the
43574,buried
43575,man
43576,the
43577,feefifofum
43578,formula
43579,common
43580,all
43581,english
43582,stories
43583,giants
43584,and
43585,ogres
43586,also
43587,occurs
43588,peeles
43589,play
43590,and
43591,king
43592,lear
43593,see
43594,note
43595,childe
43596,rowland
43597,messrs
43598,jones
43599,and
43600,kropf
43601,have
43602,some
43603,remarks
43604,their
43605,magyar
43606,tales
43607,3401
43608,has
43609,lang
43610,his
43611,perrault
43612,lxiii
43613,where
43614,traces
43615,the
43616,furies
43617,aeschylus
43618,eumenides
43619,source—i
43620,give
43621,this
43622,was
43623,told
43624,australia
43625,1860
43626,the
43627,fun
43628,consists
43629,the
43630,avoidance
43631,all
43632,pronouns
43633,which
43634,results
43635,jawbreaking
43636,sentences
43637,almost
43638,equal
43639,the
43640,celebrated
43641,she
43642,stood
43643,the
43644,door
43645,the
43646,fishsauce
43647,shop
43648,welcoming
43649,him
43650,parallels—halliwell
43651,151
43652,has
43653,the
43654,same
43655,with
43656,the
43657,title
43658,chickenlicken
43659,occurs
43660,also
43661,chamberss
43662,popular
43663,rhymes
43664,with
43665,the
43666,same
43667,names
43668,the
43669,dramatis
43670,personae
43671,version
43672,for
43673,european
43674,parallels
43675,see
43676,crane
43677,ital
43678,pop
43679,tales
43680,377
43681,and
43682,authorities
43683,there
43684,quoted
43685,source—jamiesons
43686,illustrations
43687,northern
43688,antiquities
43689,1814
43690,397
43691,seq
43692,who
43693,gives
43694,told
43695,tailor
43696,his
43697,youth
43698,1770
43699,have
43700,anglicised
43701,the
43702,scotticisms
43703,eliminated
43704,unnecessary
43705,oxherd
43706,and
43707,swineherd
43708,who
43709,lose
43710,their
43711,heads
43712,for
43713,directing
43714,the
43715,childe
43716,and
43717,have
43718,called
43719,the
43720,erlkönigs
43721,lair
43722,the
43723,dark
43724,tower
43725,the
43726,strength
43727,the
43728,description
43729,and
43730,shakespeares
43731,reference
43732,have
43733,likewise
43734,suggested
43735,reason
43736,why
43737,burd
43738,ellen
43739,fell
43740,into
43741,his
43742,power
43743,chiefly
43744,order
43745,introduce
43746,definition
43747,widershins
43748,all
43749,the
43750,rest
43751,the
43752,original
43753,horse
43754,even
43755,including
43756,the
43757,erroneous
43758,description
43759,the
43760,youngest
43761,son
43762,the
43763,childe
43764,heir
43765,childe
43766,harold
43767,and
43768,childe
43769,wynd
43770,infra
43771,xxxiii
43772,unless
43773,this
43774,some
43775,survival
43776,junior
43777,right
43778,borough
43779,english
43780,the
43781,archaic
43782,custom
43783,letting
43784,the
43785,heirship
43786,pass
43787,the
43788,youngest
43789,son
43790,should
43791,add
43792,that
43793,the
43794,strength
43795,the
43796,reference
43797,merlin
43798,jamieson
43799,calls
43800,childe
43801,rowlands
43802,mother
43803,queen
43804,guinevere
43805,and
43806,introduces
43807,references
43808,king
43809,arthur
43810,and
43811,his
43812,court
43813,but
43814,confesses
43815,that
43816,these
43817,are
43818,his
43819,own
43820,improvements
43821,the
43822,tailors
43823,narrative
43824,have
43825,eliminated
43826,them
43827,parallels—the
43828,search
43829,for
43830,the
43831,dark
43832,tower
43833,similar
43834,that
43835,the
43836,red
43837,ettin
43838,köhler
43839,gonzenbach
43840,222
43841,the
43842,formula
43843,youngest
43844,best
43845,which
43846,the
43847,youngest
43848,three
43849,brothers
43850,succeeds
43851,after
43852,the
43853,others
43854,have
43855,failed
43856,one
43857,the
43858,most
43859,familiar
43860,folktales
43861,amusingly
43862,parodied
43863,lang
43864,his
43865,prince
43866,prigio
43867,the
43868,taboo
43869,against
43870,taking
43871,food
43872,the
43873,underworld
43874,occurs
43875,the
43876,myth
43877,proserpine
43878,and
43879,also
43880,frequent
43881,folktales
43882,child
43883,322
43884,but
43885,the
43886,folktale
43887,parallels
43888,our
43889,tale
43890,fade
43891,into
43892,insignificance
43893,before
43894,its
43895,brilliant
43896,literary
43897,relationships
43898,there
43899,can
43900,little
43901,doubt
43902,that
43903,edgar
43904,his
43905,mad
43906,scene
43907,king
43908,lear
43909,alluding
43910,our
43911,tale
43912,when
43913,breaks
43914,into
43915,the
43916,lines
43917,childe
43918,rowland
43919,the
43920,dark
43921,tower
43922,came
43923,his
43924,word
43925,was
43926,still
43927,fie
43928,foh
43929,and
43930,fum
43931,smell
43932,the
43933,blood
43934,british
43935,man
43936,king
43937,lear
43938,act
43939,iii
43940,fin
43941,footnote
43942,british
43943,for
43944,english
43945,this
43946,one
43947,the
43948,points
43949,that
43950,settles
43951,the
43952,date
43953,the
43954,play
43955,james
43956,was
43957,declared
43958,king
43959,great
43960,britain
43961,october
43962,1604
43963,may
43964,add
43965,that
43966,motherwell
43967,his
43968,minstrelsy
43969,xiv
43970,note
43971,testifies
43972,that
43973,the
43974,story
43975,was
43976,still
43977,extant
43978,the
43979,nursery
43980,the
43981,time
43982,wrote
43983,1828
43984,the
43985,latter
43986,reference
43987,the
43988,cry
43989,the
43990,king
43991,elfland
43992,that
43993,some
43994,such
43995,story
43996,was
43997,current
43998,england
43999,shakespeares
44000,time
44001,proved
44002,that
44003,curious
44004,mélange
44005,nursery
44006,tales
44007,peeles
44008,the
44009,old
44010,wives
44011,tale
44012,the
44013,main
44014,plot
44015,this
44016,the
44017,search
44018,two
44019,brothers
44020,calypha
44021,and
44022,thelea
44023,for
44024,lost
44025,sister
44026,delia
44027,who
44028,has
44029,been
44030,bespelled
44031,sorcerer
44032,sacrapant
44033,the
44034,names
44035,are
44036,taken
44037,from
44038,the
44039,orlando
44040,furioso
44041,they
44042,are
44043,instructed
44044,old
44045,man
44046,like
44047,merlin
44048,childe
44049,rowland
44050,how
44051,rescue
44052,their
44053,sister
44054,and
44055,ultimately
44056,succeed
44057,the
44058,play
44059,has
44060,besides
44061,this
44062,the
44063,themes
44064,the
44065,thankful
44066,dead
44067,the
44068,three
44069,heads
44070,the
44071,well
44072,which
44073,see
44074,the
44075,life
44076,index
44077,and
44078,transformation
44079,that
44080,not
44081,wondered
44082,some
44083,the
44084,traits
44085,childe
44086,rowland
44087,are
44088,observed
44089,but
44090,still
44091,closer
44092,parallel
44093,afforded
44094,miltons
44095,comus
44096,here
44097,again
44098,have
44099,two
44100,brothers
44101,search
44102,sister
44103,who
44104,has
44105,got
44106,into
44107,the
44108,power
44109,enchanter
44110,but
44111,besides
44112,this
44113,there
44114,the
44115,refusal
44116,the
44117,heroine
44118,touch
44119,the
44120,enchanted
44121,food
44122,just
44123,childe
44124,rowland
44125,finally
44126,refuses
44127,and
44128,ultimately
44129,the
44130,bespelled
44131,heroine
44132,liberated
44133,liquid
44134,which
44135,applied
44136,her
44137,lips
44138,and
44139,fingertips
44140,just
44141,childe
44142,rowlands
44143,brothers
44144,are
44145,unspelled
44146,such
44147,minute
44148,resemblance
44149,this
44150,cannot
44151,accidental
44152,and
44153,therefore
44154,probable
44155,that
44156,milton
44157,used
44158,the
44159,original
44160,form
44161,childe
44162,rowland
44163,some
44164,variant
44165,heard
44166,his
44167,youth
44168,and
44169,adapted
44170,the
44171,purposes
44172,the
44173,masque
44174,ludlow
44175,castle
44176,and
44177,his
44178,allegory
44179,certainly
44180,other
44181,folktale
44182,the
44183,world
44184,can
44185,claim
44186,distinguished
44187,offspring
44188,remarks—distinguished
44189,childe
44190,rowland
44191,will
44192,henceforth
44193,the
44194,origin
44195,comus
44196,affiliation
44197,accepted
44198,has
44199,even
44200,more
44201,remarkable
44202,points
44203,interest
44204,both
44205,form
44206,and
44207,matter
44208,for
44209,the
44210,folklorist
44211,unless
44212,much
44213,mistaken
44214,will
44215,therefore
44216,touch
44217,upon
44218,these
44219,points
44220,reserving
44221,more
44222,detailed
44223,examination
44224,for
44225,another
44226,occasion
44227,first
44228,the
44229,form
44230,the
44231,narrative
44232,this
44233,begins
44234,with
44235,verse
44236,then
44237,turns
44238,prose
44239,and
44240,throughout
44241,drops
44242,again
44243,intervals
44244,into
44245,poetry
44246,friendly
44247,way
44248,like
44249,wegg
44250,now
44251,this
44252,form
44253,writing
44254,not
44255,unknown
44256,other
44257,branches
44258,literature
44259,the
44260,cantefable
44261,which
44262,aucassin
44263,nicolette
44264,the
44265,most
44266,distinguished
44267,example
44268,nor
44269,the
44270,cantefable
44271,confined
44272,france
44273,many
44274,the
44275,heroic
44276,verses
44277,the
44278,arabs
44279,contained
44280,the
44281,hamâsa
44282,would
44283,unintelligible
44284,without
44285,accompanying
44286,narrative
44287,which
44288,nowadays
44289,preserved
44290,the
44291,commentary
44292,the
44293,verses
44294,imbedded
44295,the
44296,arabian
44297,nights
44298,give
44299,them
44300,something
44301,the
44302,character
44303,cantefable
44304,and
44305,the
44306,same
44307,may
44308,said
44309,the
44310,indian
44311,and
44312,persian
44313,storybooks
44314,though
44315,the
44316,verse
44317,usually
44318,sententious
44319,and
44320,moral
44321,kind
44322,the
44323,gâthas
44324,the
44325,buddhist
44326,jatakas
44327,even
44328,remote
44329,zanzibar
44330,lang
44331,notes
44332,the
44333,folktales
44334,are
44335,told
44336,cantefables
44337,there
44338,are
44339,even
44340,traces
44341,the
44342,old
44343,testament
44344,such
44345,screeds
44346,verse
44347,amid
44348,the
44349,prose
44350,narrative
44351,the
44352,story
44353,lamech
44354,that
44355,balaam
44356,all
44357,this
44358,suggests
44359,that
44360,this
44361,very
44362,early
44363,and
44364,common
44365,form
44366,narrative
44367,among
44368,folktales
44369,there
44370,are
44371,still
44372,many
44373,traces
44374,the
44375,cantefable
44376,thus
44377,grimms
44378,collection
44379,verses
44380,occur
44381,nos
44382,38a
44383,39a
44384,out
44385,the
44386,first
44387,fifty
44388,tales
44389,per
44390,cent
44391,chambers
44392,twentyone
44393,folktales
44394,the
44395,popular
44396,rhymes
44397,scotland
44398,only
44399,five
44400,are
44401,without
44402,interspersed
44403,verses
44404,the
44405,fortythree
44406,tales
44407,contained
44408,this
44409,volume
44410,three
44411,xxix
44412,xxxiii
44413,are
44414,derived
44415,from
44416,ballads
44417,and
44418,not
44419,therefore
44420,count
44421,the
44422,present
44423,connection
44424,the
44425,remaining
44426,forty
44427,iii
44428,vii
44429,xvi
44430,xix
44431,xxi
44432,xxiii
44433,xxv
44434,xxxi
44435,xxxv
44436,xxxviii
44437,xli
44438,made
44439,from
44440,verses
44441,xliii
44442,contain
44443,rhymed
44444,lines
44445,while
44446,xiv
44447,xxii
44448,xxvi
44449,and
44450,xxxvii
44451,contain
44452,survivals
44453,rhymes
44454,let
44455,come
44456,in—chinny
44457,chinchin
44458,once
44459,again
44460,come
44461,spain
44462,not
44463,so—should
44464,and
44465,his
44466,lady
44467,him
44468,behind
44469,and
44470,and
44471,xxxii
44472,are
44473,rhythmical
44474,not
44475,rhyming
44476,most
44477,the
44478,remainder
44479,are
44480,drolls
44481,which
44482,have
44483,probably
44484,different
44485,origin
44486,there
44487,seems
44488,great
44489,probability
44490,that
44491,originally
44492,all
44493,folktales
44494,serious
44495,character
44496,were
44497,interspersed
44498,with
44499,rhyme
44500,and
44501,took
44502,therefore
44503,the
44504,form
44505,the
44506,cantefable
44507,indeed
44508,unlikely
44509,that
44510,the
44511,ballad
44512,itself
44513,began
44514,continuous
44515,verse
44516,and
44517,the
44518,cantefable
44519,probably
44520,the
44521,protoplasm
44522,out
44523,which
44524,both
44525,ballad
44526,and
44527,folktale
44528,have
44529,been
44530,differentiated
44531,the
44532,ballad
44533,omitting
44534,the
44535,narrative
44536,prose
44537,the
44538,folktale
44539,expanding
44540,childe
44541,rowland
44542,have
44543,the
44544,nearest
44545,example
44546,such
44547,protoplasm
44548,and
44549,not
44550,difficult
44551,see
44552,how
44553,could
44554,have
44555,been
44556,shortened
44557,into
44558,ballad
44559,reduced
44560,prose
44561,folktale
44562,pure
44563,and
44564,simple
44565,the
44566,subjectmatter
44567,childe
44568,rowland
44569,has
44570,also
44571,claims
44572,our
44573,attention
44574,especially
44575,with
44576,regard
44577,recent
44578,views
44579,the
44580,true
44581,nature
44582,and
44583,origin
44584,elves
44585,trolls
44586,and
44587,fairies
44588,refer
44589,the
44590,recently
44591,published
44592,work
44593,macritchie
44594,the
44595,testimony
44596,tradition
44597,kegan
44598,paul
44599,trench
44600,trübner
44601,co—ie
44602,tradition
44603,about
44604,the
44605,fairies
44606,and
44607,the
44608,rest
44609,briefly
44610,put
44611,macritchies
44612,view
44613,that
44614,the
44615,elves
44616,trolls
44617,and
44618,fairies
44619,represented
44620,popular
44621,tradition
44622,are
44623,really
44624,the
44625,mounddwellers
44626,whose
44627,remains
44628,have
44629,been
44630,discovered
44631,some
44632,abundance
44633,the
44634,form
44635,green
44636,hillocks
44637,which
44638,have
44639,been
44640,artificially
44641,raised
44642,over
44643,long
44644,and
44645,low
44646,passage
44647,leading
44648,central
44649,chamber
44650,open
44651,the
44652,sky
44653,macritchie
44654,shows
44655,that
44656,several
44657,instances
44658,traditions
44659,about
44660,trolls
44661,good
44662,people
44663,have
44664,attached
44665,themselves
44666,mounds
44667,which
44668,have
44669,afterwards
44670,investigation
44671,turned
44672,out
44673,evidently
44674,the
44675,former
44676,residence
44677,men
44678,smaller
44679,build
44680,than
44681,the
44682,mortals
44683,today
44684,goes
44685,further
44686,identify
44687,these
44688,with
44689,the
44690,picts—fairies
44691,are
44692,called
44693,pechs
44694,scotland—and
44695,other
44696,early
44697,races
44698,but
44699,with
44700,these
44701,ethnological
44702,equations
44703,need
44704,not
44705,much
44706,concern
44707,ourselves
44708,otherwise
44709,with
44710,the
44711,moundtraditions
44712,and
44713,their
44714,relation
44715,not
44716,fairy
44717,tales
44718,general
44719,tales
44720,about
44721,fairies
44722,trolls
44723,elves
44724,etc
44725,these
44726,are
44727,very
44728,few
44729,number
44730,and
44731,generally
44732,bear
44733,the
44734,character
44735,anecdotes
44736,the
44737,fairies
44738,etc
44739,steal
44740,child
44741,they
44742,help
44743,wanderer
44744,drink
44745,and
44746,then
44747,disappear
44748,into
44749,green
44750,hill
44751,they
44752,help
44753,cottagers
44754,with
44755,their
44756,work
44757,night
44758,but
44759,disappear
44760,their
44761,presence
44762,noticed
44763,human
44764,midwives
44765,are
44766,asked
44767,help
44768,fairy
44769,mothers
44770,fairy
44771,maidens
44772,marry
44773,ordinary
44774,men
44775,girls
44776,marry
44777,and
44778,live
44779,with
44780,fairy
44781,husbands
44782,all
44783,such
44784,things
44785,may
44786,have
44787,happened
44788,and
44789,bear
44790,such
44791,priori
44792,marks
44793,impossibility
44794,speaking
44795,animals
44796,flying
44797,through
44798,the
44799,air
44800,and
44801,similar
44802,incidents
44803,the
44804,folktale
44805,pure
44806,and
44807,simple
44808,archaeologists
44809,tell
44810,there
44811,was
44812,once
44813,race
44814,men
44815,northern
44816,europe
44817,very
44818,short
44819,and
44820,hairy
44821,that
44822,dwelt
44823,underground
44824,chambers
44825,artificially
44826,concealed
44827,green
44828,hillocks
44829,does
44830,not
44831,seem
44832,unlikely
44833,that
44834,odd
44835,survivors
44836,the
44837,race
44838,should
44839,have
44840,lived
44841,after
44842,they
44843,had
44844,been
44845,conquered
44846,and
44847,nearly
44848,exterminated
44849,aryan
44850,invaders
44851,and
44852,should
44853,occasionally
44854,have
44855,performed
44856,something
44857,like
44858,the
44859,pranks
44860,told
44861,fairies
44862,and
44863,trolls
44864,certainly
44865,the
44866,description
44867,the
44868,dark
44869,tower
44870,the
44871,king
44872,elfland
44873,childe
44874,rowland
44875,has
44876,remarkable
44877,resemblance
44878,the
44879,dwellings
44880,the
44881,good
44882,folk
44883,which
44884,recent
44885,excavations
44886,have
44887,revealed
44888,the
44889,kindness
44890,macritchie
44891,enabled
44892,give
44893,the
44894,reader
44895,illustrations
44896,one
44897,the
44898,most
44899,interesting
44900,these
44901,the
44902,maeshow
44903,orkney
44904,this
44905,green
44906,mound
44907,some
44908,100
44909,feet
44910,length
44911,and
44912,breadth
44913,its
44914,broadest
44915,part
44916,tradition
44917,had
44918,long
44919,located
44920,goblin
44921,its
44922,centre
44923,but
44924,was
44925,not
44926,till
44927,1861
44928,that
44929,was
44930,discovered
44931,pierced
44932,long
44933,passage
44934,feet
44935,length
44936,and
44937,only
44938,two
44939,feet
44940,four
44941,inches
44942,high
44943,for
44944,half
44945,its
44946,length
44947,this
44948,led
44949,into
44950,central
44951,chamber
44952,feet
44953,square
44954,and
44955,open
44956,the
44957,sky
44958,now
44959,remarkable
44960,how
44961,accurately
44962,all
44963,this
44964,corresponds
44965,the
44966,dark
44967,tower
44968,childe
44969,rowland
44970,allowing
44971,for
44972,little
44973,idealisation
44974,the
44975,part
44976,the
44977,narrator
44978,have
44979,the
44980,long
44981,dark
44982,passage
44983,leading
44984,into
44985,the
44986,welllit
44987,central
44988,chamber
44989,and
44990,all
44991,enclosed
44992,green
44993,hill
44994,mound
44995,course
44996,curious
44997,contrast
44998,battens
44999,frontispiece
45000,with
45001,the
45002,central
45003,chamber
45004,the
45005,how
45006,but
45007,the
45008,essential
45009,features
45010,are
45011,the
45012,same
45013,even
45014,such
45015,minute
45016,touch
45017,the
45018,terraces
45019,the
45020,hill
45021,have
45022,their
45023,bearing
45024,believe
45025,macritchies
45026,realistic
45027,views
45028,faerie
45029,for
45030,quite
45031,another
45032,connection
45033,gomme
45034,his
45035,recent
45036,village
45037,community
45038,scott
45039,7598
45040,has
45041,given
45042,reasons
45043,and
45044,examples
45045,for
45046,believing
45047,that
45048,terrace
45049,cultivation
45050,along
45051,the
45052,sides
45053,hills
45054,was
45055,practice
45056,the
45057,nonaryan
45058,and
45059,prearyan
45060,inhabitants
45061,these
45062,isles
45063,footnote
45064,these
45065,may
45066,added
45067,iona
45068,duke
45069,argyll
45070,iona
45071,109
45072,here
45073,then
45074,from
45075,quarter
45076,quite
45077,unexpected
45078,macritchie
45079,have
45080,evidence
45081,the
45082,association
45083,the
45084,king
45085,elfland
45086,with
45087,nonaryan
45088,mode
45089,cultivation
45090,the
45091,soil
45092,gommes
45093,kindness
45094,enabled
45095,give
45096,illustration
45097,this
45098,altogether
45099,seems
45100,not
45101,improbable
45102,that
45103,such
45104,tale
45105,childe
45106,rowland
45107,have
45108,idealised
45109,picture
45110,marriage
45111,capture
45112,one
45113,the
45114,diminutive
45115,nonaryan
45116,dwellers
45117,the
45118,green
45119,hills
45120,with
45121,aryan
45122,maiden
45123,and
45124,her
45125,recapture
45126,her
45127,brothers
45128,otherwise
45129,difficult
45130,account
45131,for
45132,such
45133,circumstantial
45134,description
45135,the
45136,interior
45137,these
45138,mounds
45139,and
45140,especially
45141,such
45142,detail
45143,the
45144,terrace
45145,cultivation
45146,them
45147,the
45148,same
45149,time
45150,must
45151,not
45152,thought
45153,that
45154,macritchies
45155,views
45156,explain
45157,all
45158,fairy
45159,tales
45160,that
45161,his
45162,identifications
45163,finns
45164,fenians
45165,fairies
45166,sidhe
45167,pechs
45168,picts
45169,will
45170,necessarily
45171,accepted
45172,his
45173,interesting
45174,book
45175,far
45176,goes
45177,seems
45178,throw
45179,light
45180,tales
45181,about
45182,mermaids
45183,finnish
45184,women
45185,their
45186,kayaks
45187,and
45188,trolls
45189,but
45190,not
45191,necessarily
45192,fairy
45193,tales
45194,general
45195,thus
45196,the
45197,present
45198,volume
45199,besides
45200,childe
45201,rowland
45202,there
45203,only
45204,tom
45205,tit
45206,tot
45207,his
45208,hollow
45209,the
45210,green
45211,hill
45212,kate
45213,crackernuts
45214,the
45215,cauld
45216,lad
45217,hilton
45218,and
45219,perhaps
45220,the
45221,fairy
45222,ointment
45223,that
45224,are
45225,affected
45226,his
45227,views
45228,finally
45229,there
45230,are
45231,couple
45232,words
45233,the
45234,narrative
45235,that
45236,deserve
45237,couple
45238,words
45239,explanation
45240,widershins
45241,probably
